#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between leachate and solid char sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the metadata files and this file. Each leachate has a Parent_IGSN which is the IGSN registered for each solid char from which each leachate replicate was subsampled. ,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Sample_Description,Collection_Method,Size,Size_Unit,Collector_Chief_Scientist,Collection_Date,Current_Archive,Current_Archive_Contact
BSLE_0057A,IEPRS00QX,IEPRS006X,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 10 grams big sagebrush; dry; living; burn table; end char; low severity; 574.4  degC,Experimental Apparatus,400,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0057B,IEPRS00QY,IEPRS006X,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 10 grams big sagebrush; dry; living; burn table; end char; low severity; 574.4  degC,Experimental Apparatus,400,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0057C,IEPRS00QZ,IEPRS006X,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 10 grams big sagebrush; dry; living; burn table; end char; low severity; 574.4  degC,Experimental Apparatus,400,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0058,IEPRS006Y,N/A,Organic Material,douglas-fir; dead; wet; burn table; 600 degC grab; moderate severity; 605.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0058A,IEPRS00R0,IEPRS006Y,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 12 grams douglas-fir; dead; wet; burn table; 600  degC grab; moderate severity; 605.9  degC,Experimental Apparatus,480,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0058B,IEPRS00R1,IEPRS006Y,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 12 grams douglas-fir; dead; wet; burn table; 600  degC grab; moderate severity; 605.9  degC,Experimental Apparatus,480,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0058C,IEPRS00R2,IEPRS006Y,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 12 grams douglas-fir; dead; wet; burn table; 600  degC grab; moderate severity; 605.9  degC,Experimental Apparatus,480,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0059,IEPRS006Z,N/A,Organic Material,big sagebrush rough fescue; living; raw material; unburned; 25 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0060,IEPRS0070,N/A,Organic Material,big sagebrush ponderosa pine; dry; dead; burn table; end char; moderate severity; 602.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0060A,IEPRS00R3,IEPRS0070,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; dead; burn table; end char; moderate severity; 602.5  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0060B,IEPRS00R4,IEPRS0070,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; dead; burn table; end char; moderate severity; 602.5  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0060C,IEPRS00R5,IEPRS0070,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; dead; burn table; end char; moderate severity; 602.5  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0061,IEPRS0071,N/A,Organic Material,douglas-fir ponderosa pine; dry; dead; burn table; end char; high severity; 689.6 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0061A,IEPRS00R6,IEPRS0071,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams douglas-fir ponderosa pine; dry; dead; burn table; end char; high severity; 689.6  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0061B,IEPRS00R7,IEPRS0071,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams douglas-fir ponderosa pine; dry; dead; burn table; end char; high severity; 689.6  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0061C,IEPRS00R8,IEPRS0071,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams douglas-fir ponderosa pine; dry; dead; burn table; end char; high severity; 689.6  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0062,IEPRS0072,N/A,Organic Material,big sagebrush rough fescue; living; dry; burn table; 600 degC grab; low severity; 578.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0063,IEPRS0073,N/A,Organic Material,big sagebrush ponderosa pine; dry; dead; burn table; 300 degC grab; low severity; 299.1 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0063A,IEPRS00R9,IEPRS0073,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush ponderosa pine; dry; dead; burn table; 300  degC grab; low severity; 299.1  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0063B,IEPRS00RA,IEPRS0073,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush ponderosa pine; dry; dead; burn table; 300  degC grab; low severity; 299.1  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0063C,IEPRS00RB,IEPRS0073,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush ponderosa pine; dry; dead; burn table; 300  degC grab; low severity; 299.1  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0064,IEPRS0074,N/A,Organic Material,big sagebrush rough fescue; living; wet; burn table; end char; low severity; 526.3 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0065,IEPRS0075,N/A,Organic Material,douglas-fir ponderosa pine; dry; dead; burn table; complete combustion; high severity; 689.6 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0065A,IEPRS00RC,IEPRS0075,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams douglas-fir ponderosa pine; dry; dead; burn table; complete combustion; high severity; 689.6  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-05-31,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0065B,IEPRS00RD,IEPRS0075,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams douglas-fir ponderosa pine; dry; dead; burn table; complete combustion; high severity; 689.6  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-05-31,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0065C,IEPRS00RE,IEPRS0075,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams douglas-fir ponderosa pine; dry; dead; burn table; complete combustion; high severity; 689.6  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-05-31,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0066,IEPRS0076,N/A,Organic Material,big sagebrush; dry; living; burn table; 600 degC grab; low severity; 538.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0066A,IEPRS00RF,IEPRS0076,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush; dry; living; burn table; 600  degC grab; low severity; 538.9  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0066B,IEPRS00RG,IEPRS0076,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush; dry; living; burn table; 600  degC grab; low severity; 538.9  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0066C,IEPRS00RH,IEPRS0076,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 8 grams big sagebrush; dry; living; burn table; 600  degC grab; low severity; 538.9  degC,Experimental Apparatus,320,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0067,IEPRS0077,N/A,Organic Material,douglas-fir; dead; dry; burn table; complete combustion; high severity; 736 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0067A,IEPRS00RI,IEPRS0077,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 7 grams douglas-fir; dead; dry; burn table; complete combustion; high severity; 736  degC,Experimental Apparatus,281,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0067B,IEPRS00RJ,IEPRS0077,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 7 grams douglas-fir; dead; dry; burn table; complete combustion; high severity; 736  degC,Experimental Apparatus,281,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0067C,IEPRS00RK,IEPRS0077,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 7 grams douglas-fir; dead; dry; burn table; complete combustion; high severity; 736  degC,Experimental Apparatus,281,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0068,IEPRS0078,N/A,Organic Material,big sagebrush; dry; living; burn table; complete combustion; moderate severity; 547.4 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0068A,IEPRS00RL,IEPRS0078,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 6 grams big sagebrush; dry; living; burn table; complete combustion; moderate severity; 547.4  degC,Experimental Apparatus,240,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0068B,IEPRS00RM,IEPRS0078,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 6 grams big sagebrush; dry; living; burn table; complete combustion; moderate severity; 547.4  degC,Experimental Apparatus,240,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0068C,IEPRS00RN,IEPRS0078,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 6 grams big sagebrush; dry; living; burn table; complete combustion; moderate severity; 547.4  degC,Experimental Apparatus,240,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0069,IEPRS0079,N/A,Organic Material,rough fescue; living; dry; burn table; 300 degC grab; low severity; 367.8 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0070,IEPRS007A,N/A,Organic Material,big sagebrush; dry; living; burn table; 300 degC grab; low severity; 278.3 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0070A,IEPRS00RO,IEPRS007A,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 5 grams big sagebrush; dry; living; burn table; 300  degC grab; low severity; 278.3  degC,Experimental Apparatus,200,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0070B,IEPRS00RP,IEPRS007A,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 5 grams big sagebrush; dry; living; burn table; 300  degC grab; low severity; 278.3  degC,Experimental Apparatus,200,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0070C,IEPRS00RQ,IEPRS007A,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 5 grams big sagebrush; dry; living; burn table; 300  degC grab; low severity; 278.3  degC,Experimental Apparatus,200,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0071,IEPRS007B,N/A,Organic Material,douglas-fir; dead; wet; burn table; complete combustion; high severity; 756.6 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0071A,IEPRS00RR,IEPRS007B,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 3.5 grams douglas-fir; dead; wet; burn table; complete combustion; high severity; 756.6  degC,Experimental Apparatus,140,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0071B,IEPRS00RS,IEPRS007B,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 3.5 grams douglas-fir; dead; wet; burn table; complete combustion; high severity; 756.6  degC,Experimental Apparatus,140,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0071C,IEPRS00RT,IEPRS007B,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 3.5 grams douglas-fir; dead; wet; burn table; complete combustion; high severity; 756.6  degC,Experimental Apparatus,140,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0072,IEPRS007C,N/A,Organic Material,big sagebrush; wet; living; burn table; complete combustion; moderate severity; 511.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0072A,IEPRS00RU,IEPRS007C,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1.3 grams big sagebrush; wet; living; burn table; complete combustion; moderate severity; 511.5  degC,Experimental Apparatus,52,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0072B,IEPRS00RV,IEPRS007C,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1.3 grams big sagebrush; wet; living; burn table; complete combustion; moderate severity; 511.5  degC,Experimental Apparatus,52,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0072C,IEPRS00RW,IEPRS007C,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1.3 grams big sagebrush; wet; living; burn table; complete combustion; moderate severity; 511.5  degC,Experimental Apparatus,52,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0073,IEPRS007D,N/A,Organic Material,douglas-fir; living; dry; burn table; complete combustion; high severity; 589 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0073A,IEPRS00RX,IEPRS007D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir; living; dry; burn table; complete combustion; high severity; 589  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0073B,IEPRS00RY,IEPRS007D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir; living; dry; burn table; complete combustion; high severity; 589  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0073C,IEPRS00RZ,IEPRS007D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir; living; dry; burn table; complete combustion; high severity; 589  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-05-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0074,IEPRS007E,N/A,Organic Material,rough fescue; living; wet; burn table; 300 degC grab; low severity; 386.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0075,IEPRS007F,N/A,Organic Material,rough fescue; living; dry; burn table; 600 degC grab; low severity; 676.2 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0076,IEPRS007G,N/A,Organic Material,rough fescue; living; wet; burn table; 600 degC grab; low severity; 554.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0077,IEPRS007H,N/A,Organic Material,big sagebrush rough fescue; living; wet; burn table; 300 degC grab; low severity; 394.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0078,IEPRS007I,N/A,Organic Material,big sagebrush rough fescue; living; dry; burn table; 300 degC grab; low severity; 331.7 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0079,IEPRS007J,N/A,Organic Material,big sagebrush ponderosa pine; dry; dead; burn table; complete combustion; high severity; 602.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0079A,IEPRS00SI,IEPRS007J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 2.5 grams ponderosa pine; big sagebrush; dry; dead; burn table; complete combustion; high severity; 602.5  degC,Experimental Apparatus,100,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0079B,IEPRS00SJ,IEPRS007J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 2.5 grams ponderosa pine; big sagebrush; dry; dead; burn table; complete combustion; high severity; 602.5  degC,Experimental Apparatus,100,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0079C,IEPRS00SK,IEPRS007J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 2.5 grams ponderosa pine; big sagebrush; dry; dead; burn table; complete combustion; high severity; 602.5  degC,Experimental Apparatus,100,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0080,IEPRS007K,N/A,Organic Material,big sagebrush rough fescue; dry; living; burn table; complete combustion; moderate severity; 578.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0081,IEPRS007L,N/A,Organic Material,big sagebrush rough fescue; dry; living; burn table; end char; moderate severity; 578.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0082,IEPRS007M,N/A,Organic Material,big sagebrush rough fescue; wet; living; burn table; 600 degC grab; low severity; 526.3 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0083,IEPRS007N,N/A,Organic Material,douglas-fir ponderosa pine; dry; living; burn table; complete combustion; high severity; 570.1 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0083A,IEPRS00SL,IEPRS007N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; dry; living; burn table; complete combustion; high severity; 570.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0083B,IEPRS00SM,IEPRS007N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; dry; living; burn table; complete combustion; high severity; 570.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0083C,IEPRS00SN,IEPRS007N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; dry; living; burn table; complete combustion; high severity; 570.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0084,IEPRS007O,N/A,Organic Material,big sagebrush ponderosa pine; dry; living; burn table; complete combustion; high severity; 736.6 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
